epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,374.95,2.10243,3.23422,1.68641,0.26011,0.20935,0.19924,0.07067,1.9763,2.9484,1.58521,0.00047157,0.00047157,0.00047157
2,795.491,1.93938,2.40558,1.55611,0.33723,0.34045,0.30914,0.12562,1.96497,2.48416,1.57436,0.000760218,0.000760218,0.000760218
